,Financial_Planning,Financial_Goals,Analyze_Financial_Position,Tax_Saving_Schemes,Prompt_Installment_Payments,Profile_Risk,Recommended_Course
5034,3,3,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
5035,4,4,4,2,3,4,"Debt Management, Understanding Taxes"
5036,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
5037,2,4,3,3,4,1,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
5038,3,4,4,2,2,2,"Debt Management, Financial Planning, Investment Basics"
5039,3,4,3,5,3,4,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
5040,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
5041,4,4,4,2,3,2,"Debt Management, Investment Basics, Understanding Taxes"
5042,3,3,4,5,3,1,"Budget & Savings, Debt Management, Financial Planning"
5043,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5044,2,3,4,5,4,2,"Budget & Savings, Financial Planning, Investment Basics"
5045,3,4,3,5,4,4,"Financial Planning, Frugal Living and Spending Wisely"
5046,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5047,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5048,3,4,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5049,4,3,4,4,4,2,"Budget & Savings, Investment Basics"
5050,1,1,2,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
5051,4,4,4,3,3,3,"Debt Management, Investment Basics, Understanding Taxes"
5052,2,4,4,4,3,2,"Debt Management, Financial Planning, Investment Basics"
5053,3,3,4,2,4,4,"Budget & Savings, Financial Planning, Understanding Taxes"
5054,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5055,4,4,4,2,4,3,"Investment Basics, Understanding Taxes"
5056,2,3,4,2,4,2,"Budget & Savings, Financial Planning, Investment Basics"
5057,3,4,3,4,3,3,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
5058,4,4,4,2,3,3,"Debt Management, Investment Basics, Understanding Taxes"
5059,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5060,3,4,4,4,4,3,"Financial Planning, Investment Basics"
5061,4,4,4,2,4,2,"Investment Basics, Understanding Taxes"
5062,5,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5063,3,3,4,5,4,4,"Budget & Savings, Financial Planning"
5064,4,4,4,4,3,3,"Debt Management, Investment Basics"
5065,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5066,2,3,3,3,3,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5067,4,2,3,1,3,1,"Budget & Savings, Debt Management, Frugal Living and Spending Wisely"
5068,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
5069,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5070,3,3,4,5,4,3,"Budget & Savings, Financial Planning, Investment Basics"
5071,4,2,3,2,3,2,"Budget & Savings, Debt Management, Frugal Living and Spending Wisely"
5072,3,5,4,4,3,4,"Debt Management, Financial Planning"
5073,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
5074,5,5,5,3,3,5,"Debt Management, Understanding Taxes"
5075,3,3,3,4,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5076,3,3,4,2,3,3,"Budget & Savings, Debt Management, Financial Planning"
5077,4,4,4,3,4,2,"Investment Basics, Understanding Taxes"
5078,2,2,2,4,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5079,3,2,2,5,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5080,3,2,4,3,4,4,"Budget & Savings, Financial Planning, Understanding Taxes"
5081,5,4,5,1,4,3,"Investment Basics, Understanding Taxes"
5082,4,3,4,4,2,4,"Budget & Savings, Debt Management"
5083,3,3,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
5084,4,5,5,4,3,2,"Debt Management, Investment Basics"
5085,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5086,3,4,4,2,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
5087,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5088,3,4,4,4,4,3,"Financial Planning, Investment Basics"
5089,2,3,4,3,4,2,"Budget & Savings, Financial Planning, Investment Basics"
5090,4,3,4,3,2,3,"Budget & Savings, Debt Management, Investment Basics"
5091,3,2,3,4,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5092,4,3,4,4,3,2,"Budget & Savings, Debt Management, Investment Basics"
5093,5,5,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5094,3,4,4,4,3,4,"Debt Management, Financial Planning"
5095,5,5,5,4,3,3,"Debt Management, Investment Basics"
5096,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5097,4,4,3,2,3,2,"Debt Management, Frugal Living and Spending Wisely, Investment Basics"
5098,3,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5099,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5100,3,3,4,3,3,3,"Budget & Savings, Debt Management, Financial Planning"
5101,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
5102,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5103,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5104,4,4,4,3,4,3,"Investment Basics, Understanding Taxes"
5105,3,3,4,2,3,3,"Budget & Savings, Debt Management, Financial Planning"
5106,3,2,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
5107,4,4,3,4,4,3,"Frugal Living and Spending Wisely, Investment Basics"
5108,4,3,3,4,3,3,"Budget & Savings, Debt Management, Frugal Living and Spending Wisely"
5109,3,4,5,4,4,2,"Financial Planning, Investment Basics"
5110,3,3,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
5111,5,5,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5112,2,3,4,3,4,2,"Budget & Savings, Financial Planning, Investment Basics"
5113,4,5,5,2,3,5,"Debt Management, Understanding Taxes"
5114,4,4,4,3,3,3,"Debt Management, Investment Basics, Understanding Taxes"
5115,4,5,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5116,4,5,4,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5117,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5118,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5119,3,4,4,4,3,2,"Debt Management, Financial Planning, Investment Basics"
5120,2,4,4,3,3,2,"Debt Management, Financial Planning, Investment Basics"
5121,4,4,3,3,3,3,"Debt Management, Frugal Living and Spending Wisely, Investment Basics"
5122,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5123,3,3,3,1,3,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5124,3,3,3,3,2,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5125,3,2,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
5126,4,2,4,1,3,3,"Budget & Savings, Debt Management, Investment Basics"
5127,3,4,4,4,3,2,"Debt Management, Financial Planning, Investment Basics"
5128,3,4,4,4,3,4,"Debt Management, Financial Planning"
5129,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5130,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5131,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5132,3,4,4,1,3,2,"Debt Management, Financial Planning, Investment Basics"
5133,4,5,3,4,4,1,"Frugal Living and Spending Wisely, Investment Basics"
5134,3,4,4,3,3,2,"Debt Management, Financial Planning, Investment Basics"
5135,3,4,4,2,4,4,"Financial Planning, Understanding Taxes"
5136,3,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5137,5,5,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5138,4,4,4,2,3,4,"Debt Management, Understanding Taxes"
5139,3,5,5,5,4,3,"Financial Planning, Investment Basics"
5140,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5141,4,3,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5142,4,3,5,5,4,2,"Budget & Savings, Investment Basics"
5143,5,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5144,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5145,3,3,3,5,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5146,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5147,3,4,4,3,3,4,"Debt Management, Financial Planning, Understanding Taxes"
5148,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5149,3,2,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
5150,5,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5151,3,4,4,4,2,4,"Debt Management, Financial Planning"
5152,4,2,4,4,2,4,"Budget & Savings, Debt Management"
5153,2,3,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
5154,3,4,4,4,4,3,"Financial Planning, Investment Basics"
5155,5,4,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5156,3,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
5157,3,2,3,2,2,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5158,2,2,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
5159,5,4,4,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5160,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5161,3,3,4,2,3,3,"Budget & Savings, Debt Management, Financial Planning"
5162,4,5,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5163,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5164,4,5,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5165,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5166,5,5,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5167,4,5,5,2,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5168,3,2,4,2,4,3,"Budget & Savings, Financial Planning, Investment Basics"
5169,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5170,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5171,2,2,2,5,3,2,"Budget & Savings, Debt Management, Financial Planning"
5172,3,3,3,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
5173,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5174,3,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
5175,3,4,3,2,4,4,"Financial Planning, Frugal Living and Spending Wisely, Understanding Taxes"
5176,4,5,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5177,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5178,4,4,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5179,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
5180,4,4,4,2,4,3,"Investment Basics, Understanding Taxes"
5181,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5182,4,4,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5183,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5184,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5185,2,3,3,5,3,4,"Budget & Savings, Debt Management, Financial Planning"
5186,5,5,5,4,3,2,"Debt Management, Investment Basics"
5187,2,2,5,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
5188,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5189,1,4,5,2,4,1,"Financial Planning, Investment Basics, Understanding Taxes"
5190,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5191,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
5192,3,4,4,1,4,4,"Financial Planning, Understanding Taxes"
5193,5,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5194,3,4,5,4,4,3,"Financial Planning, Investment Basics"
5195,3,4,4,5,4,3,"Financial Planning, Investment Basics"
5196,3,2,4,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
5197,5,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5198,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5199,4,3,5,3,3,2,"Budget & Savings, Debt Management, Investment Basics"
5200,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5201,3,4,4,4,3,4,"Debt Management, Financial Planning"
5202,4,3,4,4,3,2,"Budget & Savings, Debt Management, Investment Basics"
5203,5,5,5,4,3,5,"Debt Management, Investment Basics, Understanding Taxes"
5204,4,2,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5205,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5206,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5207,4,4,5,2,5,4,"Debt Management, Investment Basics, Understanding Taxes"
5208,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5209,5,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5210,5,5,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5211,4,5,4,4,5,4,"Debt Management, Investment Basics, Understanding Taxes"
5212,3,4,4,4,4,3,"Financial Planning, Investment Basics"
5213,2,3,3,4,4,4,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5214,3,3,5,2,4,4,"Budget & Savings, Financial Planning, Understanding Taxes"
5215,4,4,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5216,4,4,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5217,5,5,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
5218,4,3,4,4,3,2,"Budget & Savings, Debt Management, Investment Basics"
5219,4,4,4,4,3,3,"Debt Management, Investment Basics"
5220,2,4,4,4,3,2,"Debt Management, Financial Planning, Investment Basics"
5221,5,5,5,1,4,3,"Investment Basics, Understanding Taxes"
5222,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5223,3,4,4,3,3,4,"Debt Management, Financial Planning, Understanding Taxes"
5224,3,4,4,2,4,4,"Financial Planning, Understanding Taxes"
5225,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
5226,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5227,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5228,3,3,4,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
5229,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5230,4,3,5,4,4,3,"Budget & Savings, Investment Basics"
5231,4,4,4,3,3,3,"Debt Management, Investment Basics, Understanding Taxes"
5232,4,3,4,2,4,4,"Budget & Savings, Understanding Taxes"
5233,3,4,5,3,4,4,"Financial Planning, Understanding Taxes"
5234,3,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
5235,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5236,4,4,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5237,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
5238,5,5,5,3,4,2,"Investment Basics, Understanding Taxes"
5239,2,4,4,4,3,4,"Debt Management, Financial Planning"
5240,3,4,4,4,4,2,"Financial Planning, Investment Basics"
5241,3,3,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
5242,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5243,2,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
5244,4,4,4,5,3,3,"Debt Management, Investment Basics"
5245,3,4,4,2,4,4,"Financial Planning, Understanding Taxes"
5246,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5247,2,3,4,2,3,1,"Budget & Savings, Debt Management, Financial Planning"
5248,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5249,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5250,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5251,2,2,4,4,4,2,"Budget & Savings, Financial Planning, Investment Basics"
5252,3,3,3,3,4,4,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5253,4,5,4,4,3,3,"Debt Management, Investment Basics"
5254,3,4,5,4,3,3,"Debt Management, Financial Planning, Investment Basics"
5255,2,2,2,1,3,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5256,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5257,4,4,4,2,3,5,"Debt Management, Understanding Taxes"
5258,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5259,4,3,3,4,3,3,"Budget & Savings, Debt Management, Frugal Living and Spending Wisely"
5260,3,4,4,4,4,2,"Financial Planning, Investment Basics"
5261,3,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
5262,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5263,2,4,3,5,4,2,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
5264,4,4,4,4,3,3,"Debt Management, Investment Basics"
5265,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5266,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5267,5,5,5,3,3,4,"Debt Management, Understanding Taxes"
5269,3,3,3,4,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5270,4,4,4,5,4,2,"Debt Management, Investment Basics, Understanding Taxes"
5271,2,4,4,4,4,3,"Financial Planning, Investment Basics"
5272,4,4,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
5273,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
5274,3,3,4,2,3,4,"Budget & Savings, Debt Management, Financial Planning"
5275,5,4,4,3,4,2,"Investment Basics, Understanding Taxes"
5276,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5277,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5279,3,4,5,1,5,2,"Financial Planning, Investment Basics, Understanding Taxes"
5280,3,4,5,3,3,2,"Debt Management, Financial Planning, Investment Basics"
5281,4,3,4,4,3,2,"Budget & Savings, Debt Management, Investment Basics"
5282,4,3,3,2,4,2,"Budget & Savings, Frugal Living and Spending Wisely, Investment Basics"
5283,4,4,4,5,5,3,"Debt Management, Investment Basics, Understanding Taxes"
5284,3,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
5285,3,3,3,2,3,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
5286,3,3,4,5,3,3,"Budget & Savings, Debt Management, Financial Planning"
5287,4,4,5,2,3,4,"Debt Management, Understanding Taxes"
5288,4,5,5,4,3,5,"Debt Management, Investment Basics, Understanding Taxes"
5289,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
5290,3,5,5,3,3,4,"Debt Management, Financial Planning, Understanding Taxes"
5291,3,3,4,4,4,1,"Budget & Savings, Financial Planning, Investment Basics"
5292,3,3,4,5,4,3,"Budget & Savings, Financial Planning, Investment Basics"
